[2026-07-16T17:53:37.798Z] GET https://wecruit.hotjob.cn/SU64819a4f2f9d2433ba8b043a/ → 404 (381ms, 709B)
[2026-07-16T17:55:03.423Z] GET https://app.wowpop.cn/themes/altum/assets/css/pixel.css → 200 (16ms, -267B)
[2026-07-16T17:55:03.423Z] GET https://at.alicdn.com/t/c/font_2050865_x0qk7m0mdq9.js → 200 (51ms, -903B)
[2026-07-16T17:55:03.437Z] GET https://img.wowpop.cn/11/d3ad60b677fc680185ec555e4a0d0432.png → 200 (3ms, -279B)
[2026-07-16T17:55:03.437Z] GET https://img.wowpop.cn/yongsy/icon-link.png → 200 (4ms, -278B)
[2026-07-16T17:55:03.437Z] GET https://img.wowpop.cn/yongsy/pplanse.svg → 200 (5ms, -209B)
[2026-07-16T17:55:03.437Z] GET https://app.wowpop.cn/pixel-track?pixel_key=pwuzybsbelynrumo8ncr3edewj4ye13a&ip=156.240.123.166&location={%22city%22:%22%22,%22country%22:%22%E4%B8%AD%E5%9B%BD%22}&agent=Mozilla/5.0%20(X11;%20Linux%20x86_64)%20AppleWebKit/537.36%20(KHTML,%20like%20Gecko)%20HeadlessChrome/145.0.7632.6%20Safari/537.36&current_page=https%3A%2F%2Fwww.horizon.auto%2Fen&cookie=sessio%40Y%40Hm_lvt_3ae49b76abc24aa337a95ad802989f39%40Y%40HMACCOUNT%40Y%40_ga%40Y%40_ga_KVV3CK7VK9%40Y%40Hm_lpvt_3ae49b76abc24aa337a95ad802989f39&local=Hm_lvt_3ae49b76abc24aa337a95ad802989f39&sessi=Hm_unsent_3ae49b76abc24aa337a95ad802989f39%40Y%40user_ip%40Y%40user_location%40Y%40Hm_lpvt_3ae49b76abc24aa337a95ad802989f39%40Y%40HMACCOUNT&type=track → pending (?ms, ?B)
[2026-07-16T17:55:03.437Z] GET https://app.wowpop.cn/pixel-track?pixel_key=pwuzybsbelynrumo8ncr3edewj4ye13a&ip=156.240.123.166&location={%22city%22:%22%22,%22country%22:%22%E4%B8%AD%E5%9B%BD%22}&agent=Mozilla/5.0%20(X11;%20Linux%20x86_64)%20AppleWebKit/537.36%20(KHTML,%20like%20Gecko)%20HeadlessChrome/145.0.7632.6%20Safari/537.36&current_page=https%3A%2F%2Fwww.horizon.auto%2Fen&cookie=sessio%40Y%40Hm_lvt_3ae49b76abc24aa337a95ad802989f39%40Y%40HMACCOUNT%40Y%40_ga%40Y%40_ga_KVV3CK7VK9%40Y%40Hm_lpvt_3ae49b76abc24aa337a95ad802989f39&local=Hm_lvt_3ae49b76abc24aa337a95ad802989f39&sessi=Hm_unsent_3ae49b76abc24aa337a95ad802989f39%40Y%40user_ip%40Y%40user_location%40Y%40Hm_lpvt_3ae49b76abc24aa337a95ad802989f39%40Y%40HMACCOUNT&type=grab → pending (?ms, ?B)
[2026-07-16T17:55:03.484Z] GET https://res.horizon.auto/Public/Uploads/uploadfile2/files/20240831/zhukvbanner0824.mp4 → 206 (32ms, ?B)
[2026-07-16T17:55:03.569Z] GET https://wecruit.hotjob.cn/search?keyword=%E5%9C%B0%E5%B9%B3%E7%BA%BF → 404 (423ms, 627B)
[2026-07-16T17:55:08.188Z] GET https://web.archive.org/web/2024*/wecruit.hotjob.cn/SU64819a4f2f9d2433ba8b043a* → pending (?ms, ?B)
[2026-07-16T17:55:09.643Z] GET https://archive.org/includes/athena.js?v=0452e1c8 → pending (?ms, ?B)
[2026-07-16T17:55:09.644Z] GET https://archive.org/includes/apollo.js?v=0452e1c8 → pending (?ms, ?B)
[2026-07-16T17:55:09.644Z] GET https://archive.org/components/npm/lit/polyfill-support.js?v=0452e1c8 → pending (?ms, ?B)
[2026-07-16T17:55:09.644Z] GET https://archive.org/components/npm/@webcomponents/webcomponentsjs/webcomponents-bundle.js?v=0452e1c8 → pending (?ms, ?B)
[2026-07-16T17:55:09.644Z] GET https://archive.org/includes/build/js/ia-topnav.min.js?v=0452e1c8 → pending (?ms, ?B)
[2026-07-16T17:55:09.644Z] GET https://archive.org/includes/build/js/archive.min.js?v=0452e1c8 → pending (?ms, ?B)
[2026-07-16T17:55:09.644Z] GET https://archive.org/includes/build/css/archive.min.css?v=0452e1c8 → 200 (846ms, ?B)
[2026-07-16T17:55:09.644Z] GET https://web-static.archive.org/_static/css/styles.css?v=Zb1uSJFF → 200 (871ms, 1971B)
[2026-07-16T17:55:09.644Z] GET https://web-static.archive.org/_static/js/ui.js?v=7LYlZ-C2 → pending (?ms, ?B)
[2026-07-16T17:55:09.644Z] GET https://web-static.archive.org/_static/css/web.css → 200 (872ms, 1868B)
[2026-07-16T17:55:09.644Z] GET https://web-static.archive.org/_static/waybackjs/main.3870ecf7fb28be074853.css → pending (?ms, ?B)
[2026-07-16T17:55:09.644Z] GET https://web-static.archive.org/_static/waybackjs/runtime.69f1b02dcd02684f1ce0.js → pending (?ms, ?B)
[2026-07-16T17:55:09.644Z] GET https://web-static.archive.org/_static/waybackjs/vendors~main.ab6cf762ca77875d5f66.js → pending (?ms, ?B)
[2026-07-16T17:55:09.645Z] GET https://web-static.archive.org/_static/waybackjs/main.3870ecf7fb28be074853.js → pending (?ms, ?B)
[2026-07-16T17:55:10.997Z] GET https://apollo.archive.org/js/container_kzRD6OIl.js → pending (?ms, ?B)
[2026-07-16T17:55:11.424Z] GET https://web-static.archive.org/_static/images/logo_archive-sm.png → pending (?ms, ?B)
[2026-07-16T17:55:11.424Z] GET https://archive.org/includes/fonts/Iconochive-Regular.woff → pending (?ms, ?B)
[2026-07-16T17:55:11.443Z] GET https://athena.archive.org/0.gif?cache_bust=0.9956889760604131&kind=track_js&track_js_case=external_executes&service=ao_2&version=2&count=6 → pending (?ms, ?B)
[2026-07-16T17:55:11.488Z] GET https://web-static.archive.org/_static/waybackjs/vendors~url-query.c242eaf1861454f09237.chunk.js → pending (?ms, ?B)
[2026-07-16T17:55:11.488Z] GET https://web-static.archive.org/_static/waybackjs/url-query.f0476a1fbd56f1c16e76.chunk.css → pending (?ms, ?B)
[2026-07-16T17:55:11.488Z] GET https://web-static.archive.org/_static/waybackjs/url-query.f0476a1fbd56f1c16e76.chunk.js → pending (?ms, ?B)
[2026-07-16T17:55:11.488Z] GET https://apollo.archive.org/matomo.js → pending (?ms, ?B)
[2026-07-16T17:55:11.713Z] GET https://www.horizon.auto/ → 302 (208ms, ?B)
[2026-07-16T17:55:11.887Z] GET https://web.archive.org/web/timemap/json?url=wecruit.hotjob.cn%2FSU64819a4f2f9d2433ba8b043a&matchType=prefix&collapse=urlkey&output=json&fl=original%2Cmimetype%2Ctimestamp%2Cendtimestamp%2Cgroupcount%2Cuniqcount&filter=!statuscode%3A%5B45%5D..&limit=10000&from=2024&to=2024&_=1784224511288 → pending (?ms, ?B)
[2026-07-16T17:55:11.922Z] GET https://en.horizon.auto/ → 301 (?ms, ?B)
[2026-07-16T17:55:11.922Z] GET https://www.horizon.auto/en → 200 (42ms, 181624B)
[2026-07-16T17:55:11.978Z] GET https://www.horizon.auto/Public/En/fonts/iconfont/iconfont.css → 200 (1ms, -663B)
[2026-07-16T17:55:11.978Z] GET https://www.horizon.auto/Public/En/css/public.css → 200 (2ms, -692B)
[2026-07-16T17:55:11.978Z] GET https://www.horizon.auto/Public/En/css/base-v3.0.min.css → 200 (2ms, -691B)
[2026-07-16T17:55:11.978Z] GET https://www.horizon.auto/Public/En/css/main.css?v=12 → 200 (7ms, -693B)
[2026-07-16T17:55:11.978Z] GET https://www.horizon.auto/Public/En/css/media.css → 200 (8ms, -693B)
[2026-07-16T17:55:11.978Z] GET https://www.horizon.auto/Public/En/js/jquery.min.js → 200 (29ms, -706B)
[2026-07-16T17:55:12.036Z] GET https://www.horizon.auto/Public/En/css/intlTelInput.css → 200 (1ms, -691B)
[2026-07-16T17:55:12.036Z] GET https://www.googletagmanager.com/gtag/js?id=G-KVV3CK7VK9 → 200 (103ms, -522B)
[2026-07-16T17:55:12.036Z] GET https://app.wowpop.cn/pixel/pwuzybsbelynrumo8ncr3edewj4ye13a → 200 (427ms, 127239B)
[2026-07-16T17:55:12.036Z] GET https://www.horizon.auto/Public/En/css/swiper.min.css → 200 (2ms, -690B)
[2026-07-16T17:55:12.036Z] GET https://res.horizon.auto/Public/Uploads/uploadfile/images/20260309/a0logo011-2130.png → 200 (2ms, -438B)
[2026-07-16T17:55:12.036Z] GET https://www.horizon.auto/Public/En/images/e1_arrow02_1.svg → 200 (2ms, -661B)
[2026-07-16T17:55:12.036Z] GET https://www.horizon.auto/Public/En/images/d_pics1.png → 200 (10ms, -666B)
[2026-07-16T17:55:12.036Z] GET https://res.horizon.auto/Public/Uploads/uploadfile/images/20260414/xinpian22055-9723.jpg → 200 (10ms, -441B)
[2026-07-16T17:55:12.036Z] GET https://res.horizon.auto/Public/Uploads/uploadfile/images/20260228/zhengcheng6shiliang9580-1155.svg → 200 (11ms, -443B)
[2026-07-16T17:55:12.036Z] GET https://www.horizon.auto/Public/En/images/e1_arrow03.svg → 200 (11ms, -660B)
[2026-07-16T17:55:12.036Z] GET https://res.horizon.auto/Public/Uploads/uploadfile/images/20260228/sd-1383.jpg → 200 (11ms, -442B)
[2026-07-16T17:55:12.036Z] GET https://res.horizon.auto/Public/Uploads/uploadfile/images/20260228/sdlogo-5851.svg → 200 (13ms, -443B)
[2026-07-16T17:55:12.036Z] GET https://www.horizon.auto/Public/En/images/a0_icon01.svg → 200 (13ms, -659B)
[2026-07-16T17:55:12.037Z] GET https://www.horizon.auto/Public/En/images/ph_close.svg → 200 (17ms, -660B)
[2026-07-16T17:55:12.038Z] GET https://hm.baidu.com/hm.js?3ae49b76abc24aa337a95ad802989f39 → 200 (172ms, ?B)
[2026-07-16T17:55:12.061Z] GET https://www.horizon.auto/Public/En/fonts/Outfit-Regular/OutfitRegular.woff2 → 200 (1ms, -668B)
[2026-07-16T17:55:12.077Z] GET https://res.horizon.auto/Public/Uploads/uploadfile2/images/20240831/a1banpc.jpg → 200 (11ms, -442B)
[2026-07-16T17:55:12.082Z] GET https://res.horizon.auto/Public/Uploads/uploadfile2/images/20240831/a1img011.jpg → 200 (6ms, -443B)
[2026-07-16T17:55:12.082Z] GET https://www.horizon.auto/Public/En/images/hd_pics1.png → 200 (8ms, -666B)
[2026-07-16T17:55:12.082Z] GET https://res.horizon.auto/Public/Uploads/uploadfile/images/20260414/ph12337-1621.jpg → 200 (8ms, -443B)
[2026-07-16T17:55:12.082Z] GET https://res.horizon.auto/Public/Uploads/uploadfile/images/20260228/ph2-6739.jpg → 200 (8ms, -441B)
[2026-07-16T17:55:12.082Z] GET https://res.horizon.auto/Public/Uploads/uploadfile2/images/20250526/5yue26rifengmian-8740.jpg → 200 (8ms, -442B)
[2026-07-16T17:55:12.086Z] GET https://www.horizon.auto/Public/En/images/a1_icon03.svg → 200 (4ms, -692B)
[2026-07-16T17:55:12.086Z] GET https://res.horizon.auto/Public/Uploads/uploadfile2/images/20240923/hexinjishu-3799.jpg → 200 (15ms, -444B)
[2026-07-16T17:55:12.086Z] GET https://res.horizon.auto/Public/Uploads/uploadfile2/images/20240913/sybg2-6217.jpg → 200 (17ms, -443B)
[2026-07-16T17:55:12.086Z] GET https://www.horizon.auto/Public/Uploads/uploadfile2/images/20240812/a1logo01-919.png → 200 (18ms, -695B)
[2026-07-16T17:55:12.086Z] GET https://res.horizon.auto/Public/Uploads/uploadfile2/images/20250401/Frame1321322046-418.jpg → 200 (20ms, -442B)
[2026-07-16T17:55:12.086Z] GET https://www.horizon.auto/Public/Uploads/uploadfile2/images/20240821/Frame13213220461.jpg → 200 (21ms, -695B)
[2026-07-16T17:55:12.086Z] GET https://res.horizon.auto/Public/Uploads/uploadfile2/images/20251128/logo3505pc-6821.svg → 200 (41ms, -443B)
[2026-07-16T17:55:12.087Z] GET https://www.horizon.auto/Public/Uploads/uploadfile2/images/20240812/a1img03.jpg → 200 (21ms, -695B)
[2026-07-16T17:55:12.087Z] GET https://www.horizon.auto/Public/Uploads/uploadfile2/images/20240821/a1img03.jpg → 200 (22ms, -696B)
[2026-07-16T17:55:12.087Z] GET https://www.horizon.auto/Public/Uploads/uploadfile2/images/20240812/a1logo01.png → 200 (22ms, -692B)
[2026-07-16T17:55:12.087Z] GET https://res.horizon.auto/Public/Uploads/uploadfile2/images/20251128/logo3505pc-9414.svg → 200 (42ms, -443B)
[2026-07-16T17:55:12.087Z] GET https://www.horizon.auto/Public/En/images/0pics10.png → 200 (23ms, -667B)
[2026-07-16T17:55:12.087Z] GET https://res.horizon.auto/Public/Uploads/uploadfile2/images/20241126/beiqilogo-2509.png → 200 (42ms, -438B)
[2026-07-16T17:55:12.087Z] GET https://www.horizon.auto/Public/Uploads/uploadfile2/images/20240819/shangqidatong-80.png → 200 (24ms, -691B)
[2026-07-16T17:55:12.087Z] GET https://www.horizon.auto/Public/Uploads/uploadfile2/images/20240819/shangqijituan-594.png → 200 (24ms, -693B)
[2026-07-16T17:55:12.087Z] GET https://www.horizon.auto/Public/Uploads/uploadfile2/images/20240819/shangqirongwei.png → 200 (25ms, -693B)
[2026-07-16T17:55:12.087Z] GET https://www.horizon.auto/Public/Uploads/uploadfile2/images/20240819/shangqitongyong.png → 200 (26ms, -692B)
[2026-07-16T17:55:12.087Z] GET https://www.horizon.auto/Public/Uploads/uploadfile2/images/20240819/shangqitongyongwulingqiche.png → 200 (32ms, -692B)
[2026-07-16T17:55:12.087Z] GET https://www.horizon.auto/Public/Uploads/uploadfile2/images/20240819/weilai.png → 200 (32ms, -690B)
[2026-07-16T17:55:12.087Z] GET https://www.horizon.auto/Public/Uploads/uploadfile2/images/20240819/aodi.png → 200 (32ms, -692B)
[2026-07-16T17:55:12.087Z] GET https://www.horizon.auto/Public/Uploads/uploadfile2/images/20240821/biyadijituan.png → 200 (32ms, -691B)
[2026-07-16T17:55:12.087Z] GET https://www.horizon.auto/Public/Uploads/uploadfile2/images/20240821/dazhongpinpai-120.png → 200 (33ms, -693B)
[2026-07-16T17:55:12.087Z] GET https://res.horizon.auto/Public/Uploads/uploadfile2/images/20240911/weibiaoti1.369.png → 200 (42ms, -439B)
[2026-07-16T17:55:12.087Z] GET https://www.horizon.auto/Public/Uploads/uploadfile2/images/20240819/qiruiqiche.png → 200 (36ms, -692B)
[2026-07-16T17:55:12.087Z] GET https://www.horizon.auto/Public/Uploads/uploadfile2/images/20240819/qiruixingtu.png → 200 (36ms, -692B)
[2026-07-16T17:55:12.087Z] GET https://www.horizon.auto/Public/Uploads/uploadfile2/images/20240819/shenlan.png → 200 (36ms, -691B)
[2026-07-16T17:55:12.087Z] GET https://www.horizon.auto/Public/Uploads/uploadfile2/images/20240819/dongfengtu.png → 200 (37ms, -691B)
[2026-07-16T17:55:12.088Z] GET https://www.horizon.auto/Public/Uploads/uploadfile2/images/20240819/dongfengrichanqichen.png → 200 (36ms, -694B)
[2026-07-16T17:55:12.088Z] GET https://www.horizon.auto/Public/Uploads/uploadfile2/images/20240819/guangqiaian.png → 200 (36ms, -693B)
[2026-07-16T17:55:12.088Z] GET https://www.horizon.auto/Public/Uploads/uploadfile2/images/20240819/guangqichuan.png → 200 (36ms, -693B)
[2026-07-16T17:55:12.088Z] GET https://res.horizon.auto/Public/Uploads/uploadfile2/images/20240929/23lixiang-8930.png → 200 (42ms, -440B)
[2026-07-16T17:55:12.088Z] GET https://www.horizon.auto/Public/Uploads/uploadfile2/images/20240819/changchenghafu.png → 200 (36ms, -692B)
[2026-07-16T17:55:12.088Z] GET https://www.horizon.auto/Public/Uploads/uploadfile2/images/20240819/changchengqiche.png → 200 (36ms, -691B)
[2026-07-16T17:55:12.088Z] GET https://www.horizon.auto/Public/Uploads/uploadfile2/images/20240819/baojun.png → 200 (37ms, -693B)
[2026-07-16T17:55:12.088Z] GET https://www.horizon.auto/Public/Uploads/uploadfile2/images/20240819/beiqibeijing.png → 200 (37ms, -693B)
[2026-07-16T17:55:12.088Z] GET https://www.horizon.auto/Public/Uploads/uploadfile2/images/20240819/hezhongna.png → 200 (37ms, -691B)
[2026-07-16T17:55:12.088Z] GET https://www.horizon.auto/Public/Uploads/uploadfile2/images/20240819/jilijituan.png → 200 (37ms, -693B)
[2026-07-16T17:55:12.088Z] GET https://www.horizon.auto/Public/Uploads/uploadfile2/images/20240819/jililingke-517.png → 200 (37ms, -692B)
[2026-07-16T17:55:12.100Z] GET https://www.horizon.auto/Public/En/images/videobg.png → 200 (27ms, -696B)
[2026-07-16T17:55:12.139Z] GET https://res.horizon.auto/Public/Uploads/uploadfile2/files/20240831/zhukvbanner0824.mp4 → 206 (?ms, ?B)
[2026-07-16T17:55:12.139Z] GET https://res.horizon.auto/Public/Uploads/uploadfile2/files/20240910/pinpaipianguanwangshouye6541.mp4 → 206 (87ms, ?B)
[2026-07-16T17:55:12.155Z] GET https://www.horizon.auto/Public/Uploads/uploadfile2/images/20240819/jiliqiche-48.png → 200 (4ms, -693B)
[2026-07-16T17:55:12.155Z] GET https://www.horizon.auto/Public/Uploads/uploadfile2/images/20240819/jianghuaiqiche.png → 200 (4ms, -693B)
[2026-07-16T17:55:12.157Z] GET https://www.horizon.auto/Public/Uploads/uploadfile2/images/20240819/jiangqijituan.png → 200 (2ms, -692B)
[2026-07-16T17:55:12.158Z] GET https://www.horizon.auto/Public/En/images/a1_mask01_1.png → 200 (1ms, -693B)
[2026-07-16T17:55:12.158Z] GET https://www.horizon.auto/Public/En/images/a1_mask01.png → 200 (2ms, -695B)
[2026-07-16T17:55:12.158Z] GET https://www.horizon.auto/Public/Uploads/uploadfile2/images/20240823/pc2kche-450.jpg → 200 (2ms, -695B)
[2026-07-16T17:55:12.158Z] GET https://www.horizon.auto/Public/Uploads/uploadfile2/images/20240823/pc1kche-9.jpg → 200 (2ms, -696B)
[2026-07-16T17:55:12.158Z] GET https://res.horizon.auto/Public/Uploads/uploadfile2/images/20260611/ph1kche1-3305.jpg → 200 (2ms, -441B)
[2026-07-16T17:55:12.158Z] GET https://www.horizon.auto/Public/En/images/0pics1.png → 200 (3ms, -690B)
[2026-07-16T17:55:12.158Z] GET https://res.horizon.auto/Public/Uploads/uploadfile2/images/20260407/1-6409.jpg → 200 (3ms, -441B)
[2026-07-16T17:55:12.158Z] GET https://res.horizon.auto/Public/Uploads/uploadfile2/images/20260407/2-3300.jpg → 200 (4ms, -441B)
[2026-07-16T17:55:12.158Z] GET https://res.horizon.auto/Public/Uploads/uploadfile2/images/20260407/3-9216.jpg → 200 (4ms, -442B)
[2026-07-16T17:55:12.158Z] GET https://res.horizon.auto/Public/Uploads/uploadfile2/images/20260407/4-1084.jpg → 200 (28ms, -441B)
[2026-07-16T17:55:12.158Z] GET https://res.horizon.auto/Public/Uploads/uploadfile2/images/20260407/5-215.jpg → 200 (31ms, -442B)
[2026-07-16T17:55:12.158Z] GET https://www.horizon.auto/Public/En/images/arrow01.svg → 200 (4ms, -667B)
[2026-07-16T17:55:12.158Z] GET https://www.horizon.auto/Public/En/images/arrow03.svg → 200 (4ms, -669B)
[2026-07-16T17:55:12.158Z] GET https://www.horizon.auto/Public/En/images/arrow02.svg → 200 (4ms, -668B)
[2026-07-16T17:55:12.158Z] GET https://www.horizon.auto/Public/En/images/arrow04.svg → 200 (4ms, -668B)
[2026-07-16T17:55:12.158Z] GET https://www.horizon.auto/Public/Uploads/uploadfile2/images/20240813/a1img10.jpg → 200 (4ms, -693B)
[2026-07-16T17:55:12.158Z] GET https://www.horizon.auto/Public/Uploads/uploadfile2/images/20240820/a1img102-131.jpg → 200 (4ms, -692B)
[2026-07-16T17:55:12.158Z] GET https://res.horizon.auto/Public/Uploads/uploadfile/images/20260309/a0logo0228351-8178.png → 200 (31ms, -439B)
[2026-07-16T17:55:12.158Z] GET https://res.horizon.auto/20241122142142_674022f615ac2.png → 200 (33ms, -440B)
[2026-07-16T17:55:12.158Z] GET https://www.horizon.auto/Public/En/images/back.svg → 200 (7ms, -686B)
[2026-07-16T17:55:12.158Z] GET https://www.horizon.auto/Public/En/Yongsy/Yongsy.js → 200 (49ms, -701B)
[2026-07-16T17:55:12.158Z] GET https://www.horizon.auto/Public/jqueryui/layer/layer.js → 200 (50ms, -705B)
[2026-07-16T17:55:12.158Z] GET https://www.horizon.auto/Public/En/js/public.js → 200 (64ms, -705B)
[2026-07-16T17:55:12.159Z] GET https://www.horizon.auto/Public/En/js/base-v3.0.min.js → 200 (50ms, -704B)
[2026-07-16T17:55:12.159Z] GET https://www.horizon.auto/Public/En/js/common.js → 200 (51ms, -703B)
[2026-07-16T17:55:12.159Z] GET https://www.horizon.auto/Public/En/js/swiper.min.js → 200 (59ms, -705B)
[2026-07-16T17:55:12.159Z] GET https://www.horizon.auto/Public/En/js/gsap.min.js → 200 (53ms, -705B)
[2026-07-16T17:55:12.159Z] GET https://www.horizon.auto/Public/En/js/ScrollTrigger.min.js → 200 (53ms, -705B)
[2026-07-16T17:55:12.159Z] GET https://www.horizon.auto/Public/En/js/ScrollToPlugin.min.js → 200 (52ms, -702B)
[2026-07-16T17:55:12.159Z] GET https://www.horizon.auto/Public/En/js/jsmpeg.min.js → 200 (53ms, -704B)
[2026-07-16T17:55:12.205Z] GET https://www.horizon.auto/Public/En/images/mc.png → 200 (1ms, -695B)
[2026-07-16T17:55:12.206Z] GET https://www.horizon.auto/Public/En/fonts/Outfit-Light/OutfitLight.woff2 → 200 (?ms, -666B)
[2026-07-16T17:55:12.225Z] GET https://www.horizon.auto/Public/jqueryui/layer/skin/layer.css → 200 (2ms, -690B)
[2026-07-16T17:55:12.317Z] GET https://res.horizon.auto/Public/Uploads/uploadfile2/files/20240910/pinpaipianguanwangshouye6541.mp4 → pending (?ms, ?B)
[2026-07-16T17:55:12.478Z] POST https://www.google-analytics.com/g/collect?v=2&tid=G-KVV3CK7VK9&gtm=45je67e1v9197145303za200zd9197145303&_p=1784224512035&gcd=13l3l3l3l1l1&npa=0&dma=0&_eu=AAAAAAQ&are=1&cid=1232838598.1784224452&frm=0&ngs=1&pscdl=noapi&rcb=12&sr=1280x720&uaa=x86&uab=64&uafvl=Not%253AA-Brand%3B99.0.0.0%7CHeadlessChrome%3B145.0.7632.6%7CChromium%3B145.0.7632.6&uam=&uamb=0&uap=Linux&uapv=&uaw=0&ul=en-us&_s=1&tag_exp=115938465~115938468~118897920~118897930&sid=1784224452&sct=1&seg=1&dl=https%3A%2F%2Fwww.horizon.auto%2Fen&dt=Smart%20Driving%20Technology_Smart%20Driving%20Solutions_Smart%20Driving%20Vehicles%20-%20Horizon%20Robotics&en=page_view&_ee=1&tfd=757 → pending (?ms, ?B)
[2026-07-16T17:55:12.481Z] GET https://res.horizon.auto/Public/Uploads/uploadfile2/files/20240831/zhukvbanner0824.mp4 → 206 (4ms, ?B)
[2026-07-16T17:55:12.500Z] GET https://hm.baidu.com/hm.gif?hca=035D993F16CD7048&cc=1&ck=1&cl=24-bit&ds=1280x720&vl=720&ep=671%2C670&et=3&ja=0&ln=en-us&lo=0&lt=1784224447&rnd=1628261942&si=3ae49b76abc24aa337a95ad802989f39&v=1.3.2&lv=2&sn=34128&r=0&ww=1280&u=https%3A%2F%2Fwww.horizon.auto%2Fen → pending (?ms, ?B)
[2026-07-16T17:55:12.500Z] GET https://hm.baidu.com/hm.gif?hca=035D993F16CD7048&cc=1&ck=1&cl=24-bit&ds=1280x720&vl=720&et=0&ja=0&ln=en-us&lo=0&lt=1784224447&rnd=1142521394&si=3ae49b76abc24aa337a95ad802989f39&v=1.3.2&lv=2&sn=34137&r=0&ww=1280&u=https%3A%2F%2Fwww.horizon.auto%2Fen&tt=Smart%20Driving%20Technology_Smart%20Driving%20Solutions_Smart%20Driving%20Vehicles%20-%20Horizon%20Robotics → pending (?ms, ?B)
[2026-07-16T17:55:12.549Z] GET https://app.wowpop.cn/themes/altum/assets/css/pixel.css → 200 (21ms, -267B)
[2026-07-16T17:55:12.549Z] GET https://at.alicdn.com/t/c/font_2050865_x0qk7m0mdq9.js → 200 (57ms, -903B)
[2026-07-16T17:55:12.562Z] GET https://img.wowpop.cn/11/d3ad60b677fc680185ec555e4a0d0432.png → 200 (9ms, -279B)
[2026-07-16T17:55:12.563Z] GET https://img.wowpop.cn/yongsy/icon-link.png → 200 (8ms, -278B)
[2026-07-16T17:55:12.563Z] GET https://img.wowpop.cn/yongsy/pplanse.svg → 200 (9ms, -209B)
[2026-07-16T17:55:12.563Z] GET https://app.wowpop.cn/pixel-track?pixel_key=pwuzybsbelynrumo8ncr3edewj4ye13a&ip=156.240.123.166&location={%22city%22:%22%22,%22country%22:%22%E4%B8%AD%E5%9B%BD%22}&agent=Mozilla/5.0%20(X11;%20Linux%20x86_64)%20AppleWebKit/537.36%20(KHTML,%20like%20Gecko)%20HeadlessChrome/145.0.7632.6%20Safari/537.36&current_page=https%3A%2F%2Fwww.horizon.auto%2Fen&cookie=sessio%40Y%40Hm_lvt_3ae49b76abc24aa337a95ad802989f39%40Y%40HMACCOUNT%40Y%40_ga%40Y%40_ga_KVV3CK7VK9%40Y%40Hm_lpvt_3ae49b76abc24aa337a95ad802989f39&local=Hm_lvt_3ae49b76abc24aa337a95ad802989f39&sessi=Hm_unsent_3ae49b76abc24aa337a95ad802989f39%40Y%40user_ip%40Y%40user_location%40Y%40Hm_lpvt_3ae49b76abc24aa337a95ad802989f39%40Y%40HMACCOUNT&type=track → 200 (134ms, 304B)
[2026-07-16T17:55:12.563Z] GET https://app.wowpop.cn/pixel-track?pixel_key=pwuzybsbelynrumo8ncr3edewj4ye13a&ip=156.240.123.166&location={%22city%22:%22%22,%22country%22:%22%E4%B8%AD%E5%9B%BD%22}&agent=Mozilla/5.0%20(X11;%20Linux%20x86_64)%20AppleWebKit/537.36%20(KHTML,%20like%20Gecko)%20HeadlessChrome/145.0.7632.6%20Safari/537.36&current_page=https%3A%2F%2Fwww.horizon.auto%2Fen&cookie=sessio%40Y%40Hm_lvt_3ae49b76abc24aa337a95ad802989f39%40Y%40HMACCOUNT%40Y%40_ga%40Y%40_ga_KVV3CK7VK9%40Y%40Hm_lpvt_3ae49b76abc24aa337a95ad802989f39&local=Hm_lvt_3ae49b76abc24aa337a95ad802989f39&sessi=Hm_unsent_3ae49b76abc24aa337a95ad802989f39%40Y%40user_ip%40Y%40user_location%40Y%40Hm_lpvt_3ae49b76abc24aa337a95ad802989f39%40Y%40HMACCOUNT&type=grab → 200 (230ms, 304B)
[2026-07-16T17:55:14.700Z] GET https://app.wowpop.cn/pixel-track?pixel_key=pwuzybsbelynrumo8ncr3edewj4ye13a&ip=156.240.123.166&location={%22city%22:%22%22,%22country%22:%22%E4%B8%AD%E5%9B%BD%22}&agent=Mozilla/5.0%20(X11;%20Linux%20x86_64)%20AppleWebKit/537.36%20(KHTML,%20like%20Gecko)%20HeadlessChrome/145.0.7632.6%20Safari/537.36&current_page=https%3A%2F%2Fwww.horizon.auto%2Fen&cookie=sessio%40Y%40Hm_lvt_3ae49b76abc24aa337a95ad802989f39%40Y%40HMACCOUNT%40Y%40_ga%40Y%40_ga_KVV3CK7VK9%40Y%40Hm_lpvt_3ae49b76abc24aa337a95ad802989f39&local=Hm_lvt_3ae49b76abc24aa337a95ad802989f39&sessi=Hm_unsent_3ae49b76abc24aa337a95ad802989f39%40Y%40user_ip%40Y%40user_location%40Y%40Hm_lpvt_3ae49b76abc24aa337a95ad802989f39%40Y%40HMACCOUNT&notification_id=2155&type=notification&subtype=impression → 200 (181ms, 305B)
[2026-07-16T17:55:15.204Z] GET https://web.archive.org/cdx/search/cdx?url=wecruit.hotjob.cn/SU64819a4f2f9d2433ba8b043a*&output=text&limit=5 → pending (?ms, ?B)
